Task_Idx,Node_Idx,Edge_Idx,Text_Idx,task_type,KL,Top1,Top3,Cosine,Accuracy,F1,MAE,MSE,R2,S_GNN_step1,S_MLP_step1,Final_Score,raw_gnn_score,unclamped_score,scoring_formula,number_of_nodes,avg_text_length,text_vocab_entropy,label_balance_entropy,output_dimension,run_split,degenerate,nan_reason,Predicted_Value,True_Value,sample_idx
M1,N7,E10b,T12b,categorical,2.1228325366973877,0.5201342281879194,0.6342281879194631,0.5422561764717102,0.5201342281879194,,,,0.3484671834673403,0.3484671834673403,0.4001247673890934,0.0,0.3484671834673403,-0.08611388020958596,graph_lift,993,15.748,7.487138739355764,3.252009771792051,47,test,False,,,,8
M5,N7,E10b,T12b,global_categorical,,,,,,,,,0.1611640900373459,0.0,0.0708654338122874,0.0,0.0,-0.07627036641533201,graph_lift,993,15.748,7.487138739355764,,47,test,False,,,,8
M1,N7,E10b,T12b,categorical,1.8938173055648804,0.5570469798657718,0.7114093959731543,0.5928106307983398,0.5570469798657718,,,,0.4028542562623092,0.4028542562623092,0.4345549684120466,0.0,0.4028542562623092,-0.056063295950645305,graph_lift,991,15.089,7.519481216841852,3.2153044629509373,47,test,False,,,,9
M5,N7,E10b,T12b,global_categorical,,,,,,,,,0.1293688416481018,0.0729272704925849,0.1553865184312091,0.0,0.0729272704925849,-0.09762956634964412,graph_lift,991,15.089,7.519481216841852,,47,test,False,,,,9
M1,N7,E10b,T12e,categorical,3.346571922302246,0.1632653061224489,0.2993197278911564,0.2306152433156967,0.1632653061224489,,,,-0.0470778407789229,0.0,0.0,0.0,0.0,0.0,graph_lift,980,0.0,0.0,3.2739408258425513,47,train,False,,,,0
M5,N7,E10b,T12e,global_categorical,,,,,,,,,0.1904320567846298,0.0,0.0,0.0,0.0,0.0,graph_lift,980,0.0,0.0,,47,train,False,,,,0
M1,N7,E10b,T12e,categorical,3.1827101707458496,0.1986531986531986,0.3636363636363636,0.2615860402584076,0.1986531986531986,,,,-0.0440731907359186,0.0,0.0,0.0,0.0,0.0,graph_lift,988,0.0,0.0,3.2389935699073416,47,train,False,,,,1
M5,N7,E10b,T12e,global_categorical,,,,,,,,,0.1582148224115371,0.0464818689413986,0.1076627976753362,0.0,0.0464818689413986,-0.06856256645419767,graph_lift,988,0.0,0.0,,47,train,False,,,,1
M1,N7,E10b,T12e,categorical,3.225111961364746,0.1919191919191919,0.3299663299663299,0.2564707994461059,0.1919191919191919,,,,-0.0527277861963533,0.0,0.0,0.0,0.0,0.0,graph_lift,990,0.0,0.0,3.1935219765300435,47,train,False,,,,2
M5,N7,E10b,T12e,global_categorical,,,,,,,,,0.2114084213972091,0.0,0.0,0.0,0.0,0.0,graph_lift,990,0.0,0.0,,47,train,False,,,,2
M1,N7,E10b,T12e,categorical,3.361154556274414,0.1845637583892617,0.3288590604026846,0.246385708451271,0.1845637583892617,,,,-0.0648985853142891,0.0,0.0,0.0,0.0,0.0,graph_lift,993,0.0,0.0,3.2544080451755177,47,train,False,,,,3
M5,N7,E10b,T12e,global_categorical,,,,,,,,,0.1654709428548813,0.0,0.0,0.0,0.0,0.0,graph_lift,993,0.0,0.0,,47,train,False,,,,3
M1,N7,E10b,T12e,categorical,3.35874605178833,0.1778523489932885,0.3389261744966443,0.2451568692922592,0.1778523489932885,,,,-0.0511527468036303,0.0,0.0,0.0,0.0,0.0,graph_lift,991,0.0,0.0,3.2935284891155434,47,train,False,,,,4
M5,N7,E10b,T12e,global_categorical,,,,,,,,,0.1545770466327667,0.0,0.0,0.0,0.0,0.0,graph_lift,991,0.0,0.0,,47,train,False,,,,4
M1,N7,E10b,T12e,categorical,3.340414762496948,0.1442953020134228,0.3087248322147651,0.2251371890306472,0.1442953020134228,,,,-0.0506596680014637,0.0,0.0,0.0,0.0,0.0,graph_lift,992,0.0,0.0,3.251455148566704,47,train,False,,,,5
M5,N7,E10b,T12e,global_categorical,,,,,,,,,0.1477427929639816,0.0,0.0,0.0,0.0,0.0,graph_lift,992,0.0,0.0,,47,train,False,,,,5
M1,N7,E10b,T12e,categorical,3.2470896244049072,0.2046979865771812,0.3288590604026846,0.259372740983963,0.2046979865771812,,,,-0.0414101546347227,0.0,0.0,0.0,0.0,0.0,graph_lift,991,0.0,0.0,3.207844303730446,47,train,False,,,,6
M5,N7,E10b,T12e,global_categorical,,,,,,,,,0.1562803536653518,0.0,0.0,0.0,0.0,0.0,graph_lift,991,0.0,0.0,,47,train,False,,,,6
M1,N7,E10b,T12e,categorical,3.4518001079559326,0.1839464882943143,0.2876254180602006,0.2353313863277435,0.1839464882943143,,,,-0.0731297722422337,0.0,0.0,0.0,0.0,0.0,graph_lift,994,0.0,0.0,3.2462722698526933,47,train,False,,,,7
M5,N7,E10b,T12e,global_categorical,,,,,,,,,0.2387406080961227,0.0,0.0,0.0,0.0,0.0,graph_lift,994,0.0,0.0,,47,train,False,,,,7
M1,N7,E10b,T12e,categorical,3.3082847595214844,0.1830508474576271,0.3288135593220339,0.2400178611278534,0.1830508474576271,,,,-0.0562357400383393,0.0,0.0,0.0,0.0,0.0,graph_lift,983,0.0,0.0,3.243668031903528,47,train,False,,,,8
M5,N7,E10b,T12e,global_categorical,,,,,,,,,0.1705722510814666,0.0,0.0178366758667579,0.0,0.0,-0.018160600613445575,graph_lift,983,0.0,0.0,,47,train,False,,,,8
M1,N7,E10b,T12e,categorical,3.4006571769714355,0.1616161616161616,0.3063973063973064,0.2286809533834457,0.1616161616161616,,,,-0.0642249207672203,0.0,0.0,0.0,0.0,0.0,graph_lift,988,0.0,0.0,3.245103941995742,47,train,False,,,,9
M5,N7,E10b,T12e,global_categorical,,,,,,,,,0.1836658269166946,0.0,0.0,0.0,0.0,0.0,graph_lift,988,0.0,0.0,,47,train,False,,,,9
M1,N7,E10b,T12e,categorical,3.293186664581299,0.1845637583892617,0.3322147651006711,0.2448280900716781,0.1845637583892617,,,,-0.045327681540547,0.0,0.0,0.0,0.0,0.0,graph_lift,991,0.0,0.0,3.2726240111216547,47,test,False,,,,0
